stock_id,industry,is_listed,is_otc,train_trading_days,test_trading_days,included,industry_snapshot_date,industry_reference_date,stock_name
4972,光電業,0,1,1719,1698,1,2026-03-05,2026-03-05,湯石照明
4973,半導體業,0,1,1917,1701,1,2026-03-05,2026-03-05,廣穎
4974,電子零組件業,0,1,1985,1701,1,2026-03-05,2026-03-05,亞泰
4976,光電業,1,0,1947,1701,1,2026-03-05,2026-03-05,佳凌
4977,通信網路業,1,0,1428,1701,1,2026-03-05,2026-03-05,眾達-KY
4979,通信網路業,0,1,2005,1701,1,2026-03-05,2026-03-05,華星光
4984,電子工業,1,0,1721,0,0,2026-02-15,2026-03-05,科納-KY
4987,電腦及週邊設備業,0,1,1834,1679,1,2026-03-05,2026-03-05,科誠
4989,電子零組件業,1,0,806,1694,1,2026-03-05,2026-03-05,榮科
4991,半導體業,0,1,1418,1701,1,2026-03-05,2026-03-05,環宇-KY
4994,資訊服務業,1,0,1891,1694,1,2026-03-05,2026-03-05,傳奇
4995,光電業,0,1,1889,1690,1,2026-03-05,2026-03-05,晶達
4999,電子零組件業,1,0,1719,1701,1,2026-03-05,2026-03-05,鑫禾
5007,鋼鐵工業,1,0,2223,1698,1,2026-03-05,2026-03-05,三星
5009,鋼鐵工業,0,1,2223,1700,1,2026-03-05,2026-03-05,榮剛
5011,鋼鐵工業,0,1,1676,1654,1,2026-03-05,2026-03-05,久陽
5013,鋼鐵工業,0,1,2208,1571,1,2026-03-05,2026-03-05,強新
5014,鋼鐵工業,0,1,2221,1701,1,2026-03-05,2026-03-05,建錩
5015,鋼鐵工業,0,1,2223,1699,1,2026-03-05,2026-03-05,華祺
5016,鋼鐵工業,0,1,2186,1607,1,2026-03-05,2026-03-05,松和
5102,橡膠工業,0,1,2223,850,1,2022-07-09,2026-03-05,富強
5201,資訊服務業,0,1,2203,1683,1,2026-03-05,2026-03-05,凱衛
5202,資訊服務業,0,1,2192,1649,1,2026-03-05,2026-03-05,力新
5203,資訊服務業,1,0,2211,1701,1,2026-03-05,2026-03-05,訊連
5205,綠能環保類,0,1,1549,1072,1,2026-03-05,2026-03-05,中茂
5206,建材營造,0,1,2108,1700,1,2026-03-05,2026-03-05,坤悅
5209,其他,0,1,2127,1689,1,2026-03-05,2026-03-05,新鼎
5210,資訊服務業,0,1,2208,1697,1,2026-03-05,2026-03-05,寶碩
5211,資訊服務業,0,1,2223,1697,1,2026-03-05,2026-03-05,蒙恬
5212,資訊服務業,0,1,2168,1580,1,2026-03-05,2026-03-05,凌網
5213,建材營造,0,1,2208,1701,1,2026-03-05,2026-03-05,亞昕
5215,電腦及週邊設備業,1,0,1730,1701,1,2026-03-05,2026-03-05,科嘉-KY
5220,光電業,0,1,1011,1696,1,2026-03-05,2026-03-05,萬達光電
5222,半導體業,1,0,1245,1700,1,2026-03-05,2026-03-05,全訊
5223,電腦及週邊設備業,0,1,129,1691,0,2026-03-05,2026-03-05,安力-KY
5225,其他電子業,1,0,1516,1700,1,2026-03-05,2026-03-05,東科-KY
5227,電子零組件業,0,1,1246,1673,1,2026-03-05,2026-03-05,立凱-KY
5228,電子零組件業,0,1,486,1210,0,2026-03-05,2026-03-05,鈺鎧
5230,光電業,0,1,1886,1700,1,2026-03-05,2026-03-05,雷笛克光學
5234,光電業,1,0,1877,1701,1,2026-03-05,2026-03-05,達興材料
5236,半導體業,0,1,0,1283,0,2026-03-05,2026-03-05,凌陽創新
5243,光電業,1,0,1256,1701,1,2026-03-05,2026-03-05,乙盛-KY
5244,光電業,1,0,1109,1678,1,2026-03-05,2026-03-05,弘凱
5245,光電業,0,1,1517,1701,1,2026-03-05,2026-03-05,智晶
5251,光電業,0,1,1722,1698,1,2026-03-05,2026-03-05,天鉞電
5258,電腦及週邊設備業,1,0,1621,1701,1,2026-03-05,2026-03-05,虹堡
5259,電子工業,1,0,1545,128,0,2026-02-15,2026-03-05,奕智博
5263,文化創意業,0,1,1698,1701,1,2026-03-05,2026-03-05,智崴
5264,電子工業,1,0,1458,489,1,2026-02-15,2026-03-05,鎧勝-KY
5269,半導體業,1,0,1702,1700,1,2026-03-05,2026-03-05,祥碩
5272,半導體業,0,1,1589,1701,1,2026-03-05,2026-03-05,笙科
5274,半導體業,0,1,1632,1701,1,2026-03-05,2026-03-05,信驊
5276,其他,0,1,1036,1510,1,2026-03-05,2026-03-05,達輝-KY
5278,數位雲端類,0,1,1542,1674,1,2026-03-05,2026-03-05,尚凡*
5280,半導體業,1,0,277,0,0,2024-12-04,2026-03-05,F-敦泰
5281,光電業,0,1,682,1126,1,2023-10-27,2026-03-05,大峽谷-KY
5283,電器電纜,1,0,1026,1700,1,2026-03-05,2026-03-05,禾聯碩
5284,其他,1,0,1041,1699,1,2026-03-05,2026-03-05,jpp-KY
5285,半導體業,1,0,1464,1701,1,2026-03-05,2026-03-05,界霖
5287,數位雲端類,0,1,1456,1681,1,2026-03-05,2026-03-05,數字
5288,電機機械,1,0,1051,1701,1,2026-03-05,2026-03-05,豐祥-KY
5289,電腦及週邊設備業,0,1,1513,1701,1,2026-03-05,2026-03-05,宜鼎
5291,電子零組件業,0,1,1302,1701,1,2026-03-05,2026-03-05,邑昇
5292,綠能環保,1,0,0,1316,0,2026-03-05,2026-03-05,華懋
5299,半導體業,0,1,1097,1701,1,2026-03-05,2026-03-05,杰力
5301,觀光餐旅,0,1,1837,1674,1,2026-03-05,2026-03-05,寶得利
5302,半導體業,0,1,2221,1701,1,2026-03-05,2026-03-05,太欣
5304,電腦及週邊設備業,0,1,2179,438,1,2020-11-22,2026-03-05,鼎創達
5305,電子工業,1,0,2214,459,1,2026-02-15,2026-03-05,敦南
5306,運動休閒,1,0,2207,1701,1,2026-03-05,2026-03-05,桂盟
5309,電子零組件業,0,1,2218,1701,1,2026-03-05,2026-03-05,系統電
5310,資訊服務業,0,1,2209,1651,1,2026-03-05,2026-03-05,天剛
5312,生技醫療業,0,1,2220,1699,1,2026-03-05,2026-03-05,寶島科
5314,其他,0,1,2180,1627,1,2026-03-05,2026-03-05,世紀*
5315,光電業,0,1,2200,1701,1,2026-03-05,2026-03-05,光聯
5321,數位雲端類,0,1,2005,1683,1,2026-03-05,2026-03-05,美而快
5324,建材營造,0,1,2154,1698,1,2026-03-05,2026-03-05,士開
5328,電子零組件業,0,1,2213,1701,1,2026-03-05,2026-03-05,華容
5340,電子零組件業,0,1,2209,1701,1,2026-03-05,2026-03-05,建榮
5344,半導體業,0,1,2195,1689,1,2026-03-05,2026-03-05,立衛
5345,其他,0,1,2205,1545,1,2026-03-05,2026-03-05,馥鴻
5347,半導體業,0,1,2223,1700,1,2026-03-05,2026-03-05,世界
5348,運動休閒類,0,1,1823,1613,1,2026-03-05,2026-03-05,正能量智能
5349,電子零組件業,0,1,2223,440,1,2020-10-31,2026-03-05,先豐
5351,半導體業,0,1,2223,1694,1,2026-03-05,2026-03-05,鈺創
5353,通信網路業,0,1,2206,1701,1,2026-03-05,2026-03-05,台林
5355,電子零組件業,0,1,2223,1701,1,2026-03-05,2026-03-05,佳總
5356,電腦及週邊設備業,0,1,2218,1701,1,2026-03-05,2026-03-05,協益
5364,觀光餐旅,0,1,1777,1439,1,2026-03-05,2026-03-05,力麗店
5371,光電業,0,1,2203,1701,1,2026-03-05,2026-03-05,中光電
5381,電子零組件業,0,1,2195,1645,1,2026-03-05,2026-03-05,合正
5383,其他電子類,0,1,2209,1305,1,2024-05-25,2026-03-05,金利
5386,電腦及週邊設備業,0,1,1606,1701,1,2026-03-05,2026-03-05,青雲
5388,通信網路業,1,0,2223,1701,1,2026-03-05,2026-03-05,中磊
5392,光電業,0,1,2223,1700,1,2026-03-05,2026-03-05,能率
5398,其他,0,1,2202,1669,1,2026-03-05,2026-03-05,慕康生醫
5403,資訊服務業,0,1,2214,1701,1,2026-03-05,2026-03-05,中菲
5410,資訊服務業,0,1,2223,1701,1,2026-03-05,2026-03-05,國眾
5425,半導體業,0,1,2223,1701,1,2026-03-05,2026-03-05,台半
5426,電腦及週邊設備業,0,1,2223,1701,1,2026-03-05,2026-03-05,振發
5432,綠能環保類,0,1,1827,1660,1,2026-03-05,2026-03-05,新門
5434,電子通路業,1,0,2223,1701,1,2026-03-05,2026-03-05,崇越
5438,電腦及週邊設備業,0,1,2222,1697,1,2026-03-05,2026-03-05,東友
5439,電子零組件業,0,1,2223,1701,1,2026-03-05,2026-03-05,高技
5443,半導體業,0,1,2211,1701,1,2026-03-05,2026-03-05,均豪
5450,其他,0,1,2198,1700,1,2026-03-05,2026-03-05,南良
5452,其他電子類,0,1,2223,1701,1,2026-03-05,2026-03-05,佶優
5455,建材營造,0,1,1756,1059,1,2026-03-05,2026-03-05,昇益
5457,電子零組件業,0,1,2215,1701,1,2026-03-05,2026-03-05,宣德
5460,電子零組件業,0,1,2223,1682,1,2026-03-05,2026-03-05,同協
5464,電子零組件業,0,1,2217,1700,1,2026-03-05,2026-03-05,霖宏
5465,電腦及週邊設備業,0,1,2187,1692,1,2026-03-05,2026-03-05,富驊
5468,半導體業,0,1,2055,1623,1,2026-03-05,2026-03-05,凱鈺
5469,電子零組件業,1,0,2223,1693,1,2026-03-05,2026-03-05,瀚宇博
5471,半導體業,1,0,2223,1701,1,2026-03-05,2026-03-05,松翰
5474,電腦及週邊設備業,0,1,2219,1701,1,2026-03-05,2026-03-05,聰泰
5475,電子零組件業,0,1,2215,1694,1,2026-03-05,2026-03-05,德宏
5478,文化創意業,0,1,2222,1700,1,2026-03-05,2026-03-05,智冠
5481,其他,0,1,2198,1612,1,2026-03-05,2026-03-05,新華
5483,半導體業,0,1,2223,1700,1,2026-03-05,2026-03-05,中美晶
5484,光電業,1,0,2223,1686,1,2026-03-05,2026-03-05,慧友
5487,半導體業,0,1,2199,1584,1,2026-03-05,2026-03-05,通泰
5488,電子零組件業,0,1,2223,1701,1,2026-03-05,2026-03-05,松普
5489,其他電子類,0,1,2223,1696,1,2026-03-05,2026-03-05,彩富
5490,電腦及週邊設備業,0,1,2223,1701,1,2026-03-05,2026-03-05,同亨
5493,其他電子類,0,1,2221,1687,1,2026-03-05,2026-03-05,三聯
5498,電子零組件業,0,1,2222,1701,1,2026-03-05,2026-03-05,凱崴
5508,建材營造,0,1,2223,1701,1,2026-03-05,2026-03-05,永信建
5511,建材營造,0,1,2199,1700,1,2026-03-05,2026-03-05,德昌
5512,建材營造,0,1,2223,1701,1,2026-03-05,2026-03-05,力麒
5514,建材營造,0,1,2211,1584,1,2026-03-05,2026-03-05,三豐
5515,建材營造,1,0,2223,1690,1,2026-03-05,2026-03-05,建國
5516,建材營造,0,1,2045,1630,1,2026-03-05,2026-03-05,雙喜
5519,建材營造,1,0,2221,1701,1,2026-03-05,2026-03-05,隆大
5520,建材營造,0,1,2165,1653,1,2026-03-05,2026-03-05,力泰
5521,建材營造,1,0,2223,1701,1,2026-03-05,2026-03-05,工信
5522,建材營造,1,0,2223,1701,1,2026-03-05,2026-03-05,遠雄
5523,建材營造,0,1,2165,1692,1,2026-03-05,2026-03-05,豐謙
5525,建材營造,1,0,2214,1701,1,2026-03-05,2026-03-05,順天
5529,建材營造,0,1,2217,1684,1,2026-03-05,2026-03-05,鉅陞
5530,其他,0,1,2223,1701,1,2026-03-05,2026-03-05,龍巖
5531,建材營造,1,0,2223,1701,1,2026-03-05,2026-03-05,鄉林
5533,建材營造,1,0,2223,1701,1,2026-03-05,2026-03-05,皇鼎
5534,建材營造,1,0,2223,1701,1,2026-03-05,2026-03-05,長虹
5536,其他電子類,0,1,2213,1694,1,2026-03-05,2026-03-05,聖暉*
5538,鋼鐵工業,1,0,1241,1662,1,2026-03-05,2026-03-05,東明-KY
5543,建材營造,0,1,613,1551,1,2026-03-05,2026-03-05,桓鼎-KY
5546,建材營造,1,0,0,1371,0,2026-03-05,2026-03-05,永固-KY
5547,建材營造,0,1,0,1044,0,2026-03-05,2026-03-05,久舜
5548,建材營造,0,1,0,753,0,2026-03-05,2026-03-05,安倉
5601,航運業,0,1,1502,1229,1,2026-03-05,2026-03-05,台聯櫃
5603,航運業,0,1,2221,1695,1,2026-03-05,2026-03-05,陸海
5604,其他,0,1,2101,1677,1,2026-03-05,2026-03-05,中連
5607,航運業,1,0,2223,1701,1,2026-03-05,2026-03-05,遠雄港
5608,航運業,1,0,2223,1695,1,2026-03-05,2026-03-05,四維航
5609,航運業,0,1,2223,1701,1,2026-03-05,2026-03-05,中菲行
5701,觀光餐旅,0,1,2213,1693,1,2026-03-05,2026-03-05,劍湖山
5703,觀光餐旅,0,1,1945,1253,1,2026-03-05,2026-03-05,亞都
5704,觀光餐旅,0,1,1991,1527,1,2026-03-05,2026-03-05,老爺知
5706,觀光餐旅,1,0,2223,1701,1,2026-03-05,2026-03-05,鳳凰
5820,金融業,0,1,2211,933,1,2022-11-03,2026-03-05,日盛金
5854,金融保險,1,0,468,0,0,2024-12-04,2026-03-05,合庫
5864,金融業,0,1,1942,1700,1,2026-03-05,2026-03-05,致和證
5871,其他,1,0,1849,1701,1,2026-03-05,2026-03-05,中租-KY
5876,金融保險,1,0,1043,1701,1,2026-03-05,2026-03-05,上海商銀
5878,金融業,0,1,1070,1453,1,2026-03-05,2026-03-05,台名
5880,金融保險,1,0,1748,1701,1,2026-03-05,2026-03-05,合庫金
5902,居家生活類,0,1,2156,1667,1,2026-03-05,2026-03-05,德記
5903,居家生活類,0,1,2214,1696,1,2026-03-05,2026-03-05,全家
5904,居家生活類,0,1,2222,1701,1,2026-03-05,2026-03-05,寶雅
5905,觀光餐旅,0,1,2223,1701,1,2026-03-05,2026-03-05,南仁湖
5906,貿易百貨,1,0,1707,1594,1,2026-03-05,2026-03-05,台南-KY
5907,貿易百貨,1,0,1623,1701,1,2026-03-05,2026-03-05,大洋-KY
6004,金融保險,1,0,0,0,0,2024-12-04,2026-03-05,元京證
6005,金融保險,1,0,2223,1701,1,2026-03-05,2026-03-05,群益證
6012,金融保險,1,0,319,0,0,2024-12-04,2026-03-05,金鼎證
6015,金融業,0,1,2223,1701,1,2026-03-05,2026-03-05,宏遠證
6016,金融業,0,1,2223,1701,1,2026-03-05,2026-03-05,康和證
6020,金融業,0,1,2222,1700,1,2026-03-05,2026-03-05,大展證
6021,金融業,0,1,2223,1647,1,2026-03-05,2026-03-05,美好證
6023,金融業,0,1,2223,1701,1,2026-03-05,2026-03-05,元大期
6024,金融保險,1,0,2223,1701,1,2026-03-05,2026-03-05,群益期
6026,金融業,0,1,1026,1701,1,2026-03-05,2026-03-05,福邦證
6101,文化創意業,0,1,2169,1694,1,2026-03-05,2026-03-05,寬魚國際
6103,半導體業,0,1,1498,1015,1,2026-03-05,2026-03-05,合邦
6104,半導體業,0,1,2223,1701,1,2026-03-05,2026-03-05,創惟
6108,電子零組件業,1,0,2223,1699,1,2026-03-05,2026-03-05,競國
6109,通信網路業,0,1,2202,1680,1,2026-03-05,2026-03-05,亞元
6111,文化創意業,0,1,2063,1701,1,2026-03-05,2026-03-05,大宇資
6112,資訊服務業,1,0,2223,1701,1,2026-03-05,2026-03-05,邁達特
6113,電子通路業,0,1,2218,1701,1,2026-03-05,2026-03-05,亞矽
6114,電子零組件業,0,1,1712,1700,1,2026-03-05,2026-03-05,久威
6115,電子零組件業,1,0,2222,1701,1,2026-03-05,2026-03-05,鎰勝
6116,光電業,1,0,2213,1701,1,2026-03-05,2026-03-05,彩晶
6117,電腦及週邊設備業,1,0,2214,1696,1,2026-03-05,2026-03-05,迎廣
6118,電子通路業,0,1,2223,1701,1,2026-03-05,2026-03-05,建達
6119,電子通路業,1,0,530,0,0,2024-12-04,2026-03-05,大傳
6120,光電業,1,0,2223,1694,1,2026-03-05,2026-03-05,達運
6121,電腦及週邊設備業,0,1,2213,1701,1,2026-03-05,2026-03-05,新普
6122,電機機械,0,1,2218,1701,1,2026-03-05,2026-03-05,擎邦
6123,資訊服務業,0,1,2223,1701,1,2026-03-05,2026-03-05,上奇
6124,電子零組件業,0,1,2198,1686,1,2026-03-05,2026-03-05,業強
6125,光電業,0,1,2223,1701,1,2026-03-05,2026-03-05,廣運
6126,電子零組件業,0,1,2223,1700,1,2026-03-05,2026-03-05,信音
6127,電子零組件業,0,1,2223,1701,1,2026-03-05,2026-03-05,九豪
6128,電腦及週邊設備業,1,0,2222,1701,1,2026-03-05,2026-03-05,上福
6129,半導體業,0,1,2223,1701,1,2026-03-05,2026-03-05,普誠
6130,生技醫療業,0,1,1677,1664,1,2026-03-05,2026-03-05,上亞科技
6131,電子工業,1,0,2003,392,1,2026-02-15,2026-03-05,鈞泰
6133,電子零組件業,1,0,2211,1701,1,2026-03-05,2026-03-05,金橋
6134,電子零組件業,0,1,2219,1694,1,2026-03-05,2026-03-05,萬旭
6136,通信網路業,1,0,2223,1701,1,2026-03-05,2026-03-05,富爾特
6138,半導體業,0,1,2209,1701,1,2026-03-05,2026-03-05,茂達
6139,其他電子業,1,0,2223,1701,1,2026-03-05,2026-03-05,亞翔
6140,資訊服務業,0,1,2055,1645,1,2026-03-05,2026-03-05,訊達
6141,電子零組件業,1,0,2223,1694,1,2026-03-05,2026-03-05,柏承
6142,通信網路業,1,0,2223,1696,1,2026-03-05,2026-03-05,友勁
6143,通信網路業,0,1,2223,1701,1,2026-03-05,2026-03-05,振曜
6144,文化創意業,0,1,1485,1473,1,2026-03-05,2026-03-05,得利影
6145,電子工業,1,0,2140,0,0,2026-02-15,2026-03-05,勁永
6146,其他電子類,0,1,2223,1701,1,2026-03-05,2026-03-05,耕興
6147,半導體業,0,1,2223,1701,1,2026-03-05,2026-03-05,頎邦
6148,資訊服務業,0,1,2216,1694,1,2026-03-05,2026-03-05,驊宏資
6150,電腦及週邊設備業,0,1,2205,1701,1,2026-03-05,2026-03-05,撼訊
6151,其他電子類,0,1,2223,1700,1,2026-03-05,2026-03-05,晉倫
6152,通信網路業,1,0,2223,1701,1,2026-03-05,2026-03-05,百一
6153,電子零組件業,1,0,2223,1700,1,2026-03-05,2026-03-05,嘉聯益
6154,電子通路業,0,1,2218,1690,1,2026-03-05,2026-03-05,順發
6155,電子零組件業,1,0,2220,1701,1,2026-03-05,2026-03-05,鈞寶
6156,電子零組件業,0,1,2126,1701,1,2026-03-05,2026-03-05,松上
6158,電子零組件業,0,1,2223,1696,1,2026-03-05,2026-03-05,禾昌
6160,電腦及週邊設備業,0,1,2223,1701,1,2026-03-05,2026-03-05,欣技
6161,電腦及週邊設備業,0,1,2217,1694,1,2026-03-05,2026-03-05,捷波
6163,通信網路業,0,1,2223,1701,1,2026-03-05,2026-03-05,華電網
6164,光電業,1,0,2223,1694,1,2026-03-05,2026-03-05,華興
6165,數位雲端,1,0,2208,1701,1,2026-03-05,2026-03-05,浪凡
6166,電腦及週邊設備業,1,0,2223,1701,1,2026-03-05,2026-03-05,凌華
6167,光電業,0,1,2211,1694,1,2026-03-05,2026-03-05,久正
6168,光電業,1,0,2223,1701,1,2026-03-05,2026-03-05,宏齊
6169,文化創意業,0,1,2223,1694,1,2026-03-05,2026-03-05,昱泉
6170,通信網路業,0,1,2223,1701,1,2026-03-05,2026-03-05,統振
6171,建材營造,0,1,2115,1680,1,2026-03-05,2026-03-05,大城地產
6172,電子工業,1,0,2127,693,1,2026-02-15,2026-03-05,互億
6173,電子零組件業,0,1,2215,1701,1,2026-03-05,2026-03-05,信昌電
6174,電子零組件業,0,1,2198,1697,1,2026-03-05,2026-03-05,安碁
6175,電子零組件業,0,1,2223,1701,1,2026-03-05,2026-03-05,立敦
6176,光電業,1,0,2223,1701,1,2026-03-05,2026-03-05,瑞儀
6177,建材營造,1,0,2223,1701,1,2026-03-05,2026-03-05,達麗
6179,其他,0,1,2183,1701,1,2026-03-05,2026-03-05,亞通
6180,文化創意業,0,1,2223,1701,1,2026-03-05,2026-03-05,橘子
6182,半導體業,0,1,2223,1701,1,2026-03-05,2026-03-05,合晶
6183,資訊服務業,1,0,2221,1701,1,2026-03-05,2026-03-05,關貿
6184,其他,1,0,2223,1701,1,2026-03-05,2026-03-05,大豐電
6185,電子零組件業,0,1,2222,1701,1,2026-03-05,2026-03-05,幃翔
6186,建材營造,0,1,2209,1701,1,2026-03-05,2026-03-05,新潤
6187,半導體業,0,1,2223,1701,1,2026-03-05,2026-03-05,萬潤
6188,電腦及週邊設備業,0,1,2223,1701,1,2026-03-05,2026-03-05,廣明
6189,電子通路業,1,0,2223,1701,1,2026-03-05,2026-03-05,豐藝
6190,通信網路業,0,1,2222,1701,1,2026-03-05,2026-03-05,萬泰科
6191,電子零組件業,1,0,2223,1695,1,2026-03-05,2026-03-05,精成科
6192,其他電子業,1,0,2215,1694,1,2026-03-05,2026-03-05,巨路
6194,電子零組件業,0,1,2213,1687,1,2026-03-05,2026-03-05,育富
6195,居家生活類,0,1,2221,1689,1,2026-03-05,2026-03-05,詩肯
6196,其他電子業,1,0,2223,1701,1,2026-03-05,2026-03-05,帆宣
6197,電子零組件業,1,0,2213,1701,1,2026-03-05,2026-03-05,佳必琪
6198,建材營造,0,1,1916,1415,1,2026-03-05,2026-03-05,瑞築
6199,其他,0,1,1673,1498,1,2026-03-05,2026-03-05,天品
6201,其他電子業,1,0,2220,1694,1,2026-03-05,2026-03-05,亞弘電
6202,半導體業,1,0,2223,1701,1,2026-03-05,2026-03-05,盛群
6203,電子零組件業,0,1,2221,1701,1,2026-03-05,2026-03-05,海韻電
6204,電子零組件業,0,1,2218,1690,1,2026-03-05,2026-03-05,艾華
6205,電子零組件業,1,0,2223,1701,1,2026-03-05,2026-03-05,詮欣
6206,電腦及週邊設備業,1,0,2223,1701,1,2026-03-05,2026-03-05,飛捷
6207,電子零組件業,0,1,2223,1694,1,2026-03-05,2026-03-05,雷科
6208,半導體業,0,1,2216,1694,1,2026-03-05,2026-03-05,日揚
6209,光電業,1,0,2223,1701,1,2026-03-05,2026-03-05,今國光
6210,電子零組件業,0,1,2220,1678,1,2026-03-05,2026-03-05,慶生
6212,建材營造,0,1,1924,1381,1,2026-03-05,2026-03-05,理銘
6213,電子零組件業,1,0,2223,1701,1,2026-03-05,2026-03-05,聯茂
6214,資訊服務業,1,0,2223,1701,1,2026-03-05,2026-03-05,精誠
6215,其他電子業,1,0,2219,1701,1,2026-03-05,2026-03-05,和椿
6216,通信網路業,1,0,2223,1701,1,2026-03-05,2026-03-05,居易
6217,電子零組件業,0,1,2223,1701,1,2026-03-05,2026-03-05,中探針
6218,通信網路業,0,1,2222,1699,1,2026-03-05,2026-03-05,豪勉
6219,建材營造,0,1,2174,1696,1,2026-03-05,2026-03-05,富旺
6220,電子零組件業,0,1,2222,1701,1,2026-03-05,2026-03-05,岳豐
6221,資訊服務業,0,1,2203,1683,1,2026-03-05,2026-03-05,晉泰
6222,光電業,0,1,1883,1510,1,2026-03-05,2026-03-05,立軒
6223,半導體業,0,1,2223,1701,1,2026-03-05,2026-03-05,旺矽
6224,電子零組件業,1,0,2223,1700,1,2026-03-05,2026-03-05,聚鼎
6225,光電業,1,0,2060,1550,1,2026-03-05,2026-03-05,天瀚
6226,光電業,1,0,2215,1701,1,2026-03-05,2026-03-05,光鼎
6227,電子通路業,0,1,2220,1701,1,2026-03-05,2026-03-05,茂綸
6228,電腦及週邊設備業,0,1,2189,1666,1,2026-03-05,2026-03-05,全譜
6229,半導體業,0,1,2218,1699,1,2026-03-05,2026-03-05,研通
6230,電腦及週邊設備業,1,0,2223,1700,1,2026-03-05,2026-03-05,尼得科超眾
6231,資訊服務業,0,1,2223,1701,1,2026-03-05,2026-03-05,系微
6233,半導體業,0,1,2223,1701,1,2026-03-05,2026-03-05,旺玖
6234,光電業,0,1,2223,1701,1,2026-03-05,2026-03-05,高僑
6235,電腦及週邊設備業,1,0,2210,1701,1,2026-03-05,2026-03-05,華孚
6236,其他,0,1,1214,816,1,2026-03-05,2026-03-05,中湛
6237,半導體業,0,1,2223,1701,1,2026-03-05,2026-03-05,驊訊
6238,其他電子類,0,1,1572,345,1,2020-06-13,2026-03-05,勝麗
6239,半導體業,1,0,2223,1701,1,2026-03-05,2026-03-05,力成
6240,資訊服務業,0,1,1031,1658,1,2026-03-05,2026-03-05,松崗
6241,通信網路業,0,1,2086,1686,1,2026-03-05,2026-03-05,易通展
6242,生技醫療業,0,1,1292,1619,1,2026-03-05,2026-03-05,立康
6243,半導體業,1,0,2223,1696,1,2026-03-05,2026-03-05,迅杰
6244,光電業,0,1,2223,1694,1,2026-03-05,2026-03-05,茂迪
6245,通信網路業,0,1,2223,1701,1,2026-03-05,2026-03-05,立端
6246,光電業,0,1,2179,1651,1,2026-03-05,2026-03-05,臺龍
6247,其他電子類,0,1,2167,845,1,2023-02-04,2026-03-05,淇譽電
6248,鋼鐵工業,0,1,1988,1679,1,2026-03-05,2026-03-05,沛波
6251,電子工業,1,0,2223,871,1,2026-02-15,2026-03-05,定穎
6255,光電業,1,0,166,0,0,2024-12-04,2026-03-05,奈普
6257,半導體業,1,0,2223,1701,1,2026-03-05,2026-03-05,矽格
6259,電子零組件業,0,1,2086,1621,1,2026-03-05,2026-03-05,百徽
6261,半導體業,0,1,2223,1701,1,2026-03-05,2026-03-05,久元
6263,通信網路業,0,1,2223,1701,1,2026-03-05,2026-03-05,普萊德
6264,建材營造,0,1,2205,1698,1,2026-03-05,2026-03-05,富裔
6265,電子通路業,0,1,2223,1700,1,2026-03-05,2026-03-05,方土昶
6266,電子零組件業,0,1,2222,1701,1,2026-03-05,2026-03-05,泰詠
6269,電子零組件業,1,0,2223,1701,1,2026-03-05,2026-03-05,台郡
6270,電子通路業,0,1,2223,1701,1,2026-03-05,2026-03-05,倍微
6271,半導體業,1,0,2223,1686,1,2026-03-05,2026-03-05,同欣電
6272,電子零組件業,1,0,1626,1662,1,2026-03-05,2026-03-05,驊陞
6274,電子零組件業,0,1,2223,1701,1,2026-03-05,2026-03-05,台燿
6275,電子零組件業,0,1,2222,1700,1,2026-03-05,2026-03-05,元山
6276,電腦及週邊設備業,0,1,2203,1671,1,2026-03-05,2026-03-05,安鈦克
6277,電腦及週邊設備業,1,0,2223,1701,1,2026-03-05,2026-03-05,宏正
6278,光電業,1,0,2223,1701,1,2026-03-05,2026-03-05,台表科
6279,電子零組件業,0,1,2223,1701,1,2026-03-05,2026-03-05,胡連
6280,電子工業,1,0,0,0,0,2024-12-04,2026-03-05,崇貿
6281,電子通路業,1,0,2216,1701,1,2026-03-05,2026-03-05,全國電
6282,電子零組件業,1,0,2222,1701,1,2026-03-05,2026-03-05,康舒
6283,其他電子業,1,0,2213,1701,1,2026-03-05,2026-03-05,淳安
6284,電子零組件業,0,1,2223,1694,1,2026-03-05,2026-03-05,佳邦
6285,通信網路業,1,0,2223,1701,1,2026-03-05,2026-03-05,啟碁
6286,半導體業,1,0,1555,0,0,2024-12-04,2026-03-05,立錡
6287,半導體業,0,1,2104,1359,1,2025-06-25,2026-03-05,元隆
6288,汽車工業,1,0,1885,1599,1,2025-12-17,2026-03-05,聯嘉
6289,電子工業,1,0,2212,893,1,2026-02-15,2026-03-05,華上
6290,電子零組件業,0,1,2223,1701,1,2026-03-05,2026-03-05,良維
6291,半導體業,0,1,1865,1559,1,2026-03-05,2026-03-05,沛亨
6292,電子零組件業,0,1,2220,1699,1,2026-03-05,2026-03-05,迅德
6294,文化創意業,0,1,1995,1699,1,2026-03-05,2026-03-05,智基
6404,資訊服務業,0,1,1301,1024,1,2023-11-24,2026-03-05,通訊-KY
6405,光電業,1,0,1480,1699,1,2026-03-05,2026-03-05,悅城
6409,其他電子業,1,0,1449,1701,1,2026-03-05,2026-03-05,旭隼
6411,半導體業,0,1,1454,1701,1,2026-03-05,2026-03-05,晶焱
6412,電子零組件業,1,0,1471,1701,1,2026-03-05,2026-03-05,群電
6414,電腦及週邊設備業,1,0,1479,1701,1,2026-03-05,2026-03-05,樺漢
